step,AvgRoutedR,AvgR,AvgRouted%,ActorLoss,BaselineLoss
142,1106.3810096153845,2773.9345703125,81.25,-4060.76904296875,19715940.0
143,1104.9586087740386,2772.779052734375,81.25,-3963.6689453125,19713400.0
144,1108.5079411764707,2619.3671875,83.0078125,-4019.69775390625,17985202.0
145,1110.0915898617511,2464.41357421875,84.765625,-3744.956787109375,16253866.0
146,1103.9691211401425,2685.099609375,82.2265625,-3975.31103515625,18747748.0
147,1108.0673020094562,2653.735107421875,82.6171875,-4454.3837890625,18369940.0
148,1105.1809249408984,2651.3505859375,82.6171875,-4348.18798828125,18364352.0
149,1105.146330548926,2720.812744140625,81.8359375,-4204.21923828125,19135302.0
150,1108.7708830548927,2723.77978515625,81.8359375,-3764.93017578125,19141820.0
151,1106.231544117647,2617.47705078125,83.0078125,-3910.10498046875,17980908.0
152,1104.5461856617646,2911.435546875,79.6875,-4548.61767578125,21254164.0
153,1103.9355823863636,2354.9453125,85.9375,-3691.956298828125,15085306.0
154,1104.704672759434,2633.5830078125,82.8125,-3893.557861328125,18170700.0
155,1107.3964798850575,2444.7607421875,84.9609375,-4196.59033203125,16055738.0
156,1104.527126736111,2494.4453125,84.375,-3904.43017578125,16628400.0
157,1107.5862529691212,2688.073974609375,82.2265625,-4816.416015625,18754236.0
158,1108.9013157894738,2741.251953125,81.640625,-4096.873046875,19334566.0
159,1105.1606599756692,2859.806640625,80.2734375,-5395.7822265625,20676860.0
160,1104.6289799528302,2633.5205078125,82.8125,-3935.9970703125,18170368.0
161,1106.1353929384966,2374.2060546875,85.7421875,-3708.274658203125,15282066.0
162,1104.8674334140435,2824.82421875,80.6640625,-4712.208984375,20290938.0
163,1106.634677895981,2652.5517578125,82.6171875,-4132.27490234375,18366604.0
164,1106.8159965034965,2548.484375,83.7890625,-4023.052978515625,17210580.0
165,1102.9393210955711,2545.236328125,83.7890625,-4173.6865234375,17203300.0
166,1106.7244122706422,2426.820556640625,85.15625,-3578.44482421875,15861322.0
167,1104.5494068287037,2494.463134765625,84.375,-4097.29638671875,16628124.0
168,1104.901558716707,2824.852294921875,80.6640625,-4575.5703125,20290724.0
169,1106.2872231934732,2548.041015625,83.7890625,-4403.9697265625,17209622.0
170,1103.8866822429907,2563.40478515625,83.59375,-4266.47900390625,17397762.0
171,1105.3826454869359,2686.26171875,82.2265625,-4091.46923828125,18749602.0
172,1106.2740100472813,2652.253662109375,82.6171875,-4307.26123046875,18365986.0
173,1103.3581502375298,2684.59765625,82.2265625,-4462.7314453125,18745832.0
174,1104.878199404762,2703.220458984375,82.03125,-4514.08984375,18941330.0
175,1110.1450997652582,2603.363037109375,83.203125,-3791.151611328125,17794824.0
176,1107.767269736842,2740.326171875,81.640625,-4680.5927734375,19332060.0
177,1107.317464953271,2566.273193359375,83.59375,-3805.857177734375,17404176.0
178,1105.4953785211267,2599.494873046875,83.203125,-4492.1943359375,17786088.0
179,1110.228740985577,2777.06103515625,81.25,-4283.79443359375,19721898.0
180,1106.6110097323601,2860.97119140625,80.2734375,-4436.83935546875,20678856.0
181,1109.390076112412,2585.3701171875,83.3984375,-4153.1728515625,17600624.0
182,1108.7217296511628,2532.71533203125,83.984375,-4461.6484375,17021214.0
183,1105.1281474820144,2755.5439453125,81.4453125,-5437.5380859375,19519994.0
184,1102.9803950471698,2632.155517578125,82.8125,-4441.86962890625,18166708.0
185,1105.177330760095,2686.09326171875,82.2265625,-4227.5693359375,18748990.0
186,1109.5894988066825,2724.44921875,81.8359375,-4601.6123046875,19142628.0
187,1105.8607482185273,2686.65478515625,82.2265625,-4530.7861328125,18750256.0
188,1108.4880736714977,2810.37841796875,80.859375,-4715.0712890625,20104104.0
189,1104.054366438356,2389.796875,85.546875,-3586.677734375,15470562.0
190,1107.260718599034,2809.386474609375,80.859375,-4893.00390625,20102064.0
191,1106.9498412240184,2479.11962890625,84.5703125,-4139.27587890625,16439622.0
192,1106.2060381355932,2825.904296875,80.6640625,-4625.998046875,20292544.0
193,1107.3223214285715,2705.22607421875,82.03125,-4883.8408203125,18945548.0
194,1106.040773809524,2704.173828125,82.03125,-4938.83984375,18943172.0
195,1106.7190526634383,2826.31884765625,80.6640625,-4221.5830078125,20293632.0
196,1106.5502180232559,2530.892333984375,83.984375,-4350.59375,17016996.0
197,1110.3427556818183,2360.45068359375,85.9375,-3678.08349609375,15096954.0
198,1106.2634685230025,2825.95068359375,80.6640625,-5202.06103515625,20292860.0
199,1107.505085495283,2635.90283203125,82.8125,-4180.00732421875,18174970.0
200,1106.0860906862745,2912.66259765625,79.6875,-4608.58935546875,21256006.0
201,1109.7173691860464,2533.55126953125,83.984375,-4214.7841796875,17022858.0
202,1108.9980113636364,2359.294921875,85.9375,-3774.67578125,15094372.0
203,1105.8212560386473,2808.22265625,80.859375,-4737.203125,20099108.0
204,1105.7120639534883,2530.187744140625,83.984375,-3754.591552734375,17015560.0
205,1110.7086572966507,2742.726318359375,81.640625,-4740.00244140625,19337116.0
206,1108.32962529274,2584.485595703125,83.3984375,-3912.974609375,17598340.0
207,1106.3283764367816,2443.85302734375,84.9609375,-4210.1865234375,16053032.0
208,1107.0518617021276,2652.895751953125,82.6171875,-4463.3828125,18366648.0
209,1107.2544434731935,2548.85205078125,83.7890625,-4336.8193359375,17210868.0
210,1106.182218309859,2600.0654296875,83.203125,-4202.2841796875,17786974.0
211,1106.7540391156463,2339.9970703125,86.1328125,-3509.46044921875,14897288.0
212,1108.845925174014,2515.454345703125,84.1796875,-3756.614990234375,16828432.0
213,1105.6127882281553,2842.7978515625,80.46875,-5052.857421875,20484148.0
214,1107.4049851190475,2705.29345703125,82.03125,-4671.986328125,18945620.0
215,1110.7583285876992,2378.169677734375,85.7421875,-3528.5341796875,15290328.0
216,1109.03681206089,2585.07568359375,83.3984375,-3858.057373046875,17599554.0
217,1105.359100877193,2078.210693359375,89.0625,-3169.175537109375,12003754.0
218,1108.4098785545023,2671.384765625,82.421875,-4017.600341796875,18562012.0
219,1110.190164170507,2464.496826171875,84.765625,-3400.2236328125,16252826.0
220,1106.2720588235295,2617.5107421875,83.0078125,-4395.6591796875,17979776.0
221,1104.5619047619048,2702.9609375,82.03125,-3920.185546875,18940328.0
222,1107.7213718820863,2340.830322265625,86.1328125,-3705.3330078125,14899160.0
223,1109.7573784722222,2498.857421875,84.375,-3833.06396484375,16637331.0
224,1111.5058920047732,2726.017578125,81.8359375,-4287.39501953125,19145604.0
225,1105.1501613849766,2599.20751953125,83.203125,-4103.4775390625,17785072.0
226,1107.2033361486488,2288.27783203125,86.71875,-3747.18359375,14319818.0
227,1107.1676864801864,2548.77880859375,83.7890625,-4288.404296875,17210424.0
228,1107.3012530193237,2809.41943359375,80.859375,-4217.123046875,20101592.0
229,1105.1191588785048,2564.43505859375,83.59375,-4459.2607421875,17399532.0
230,1106.565159574468,2652.49462890625,82.6171875,-4309.9091796875,18365844.0
231,1108.546326112412,2584.666015625,83.3984375,-4256.8359375,17598528.0
232,1105.2738715277778,2495.073974609375,84.375,-4106.9794921875,16628727.0
233,1108.6850369458127,2949.46484375,79.296875,-4751.0634765625,21645600.0
234,1107.8648939220184,2427.79150390625,85.15625,-4268.0361328125,15862894.0
235,1105.0103920990566,2633.837158203125,82.8125,-4378.5576171875,18170208.0
236,1106.9658890845071,2600.71728515625,83.203125,-3936.6796875,17788346.0
237,1111.027539954338,2395.761962890625,85.546875,-3591.5771484375,15483400.0
238,1105.5768107476636,2564.81787109375,83.59375,-3926.920166015625,17400256.0
239,1109.738455882353,2620.38818359375,83.0078125,-4309.7060546875,17986060.0
240,1106.8975173210163,2479.075439453125,84.5703125,-3705.97802734375,16439174.0
241,1103.5450748847927,2458.864013671875,84.765625,-4052.51025390625,16240113.0
242,1103.3183779761905,2701.94091796875,82.03125,-3671.82958984375,18938100.0
243,1107.379506501182,2653.16650390625,82.6171875,-4664.93310546875,18367300.0
244,1107.766443452381,2705.589599609375,82.03125,-4101.421875,18946162.0
245,1105.1644431554525,2512.35546875,84.1796875,-3588.7802734375,16821172.0
246,1104.561289346247,2824.578125,80.6640625,-4814.4716796875,20289064.0
247,1109.8480802540416,2481.57080078125,84.5703125,-3689.540771484375,16444643.0
248,1108.720643939394,2550.080078125,83.7890625,-3961.358642578125,17213380.0
249,1108.125,2497.48046875,84.375,-4046.990966796875,16634158.0
302,1106.734158986175,2461.5673828125,84.765625,-3794.24072265625,16245972.0
312,1105.0914598108748,2651.276611328125,82.6171875,-4237.7294921875,18362888.0
313,1108.7639958530806,2671.6767578125,82.421875,-3859.11279296875,18562292.0
303,1107.4166910046729,2566.35595703125,83.59375,-4152.0068359375,17403578.0
314,1107.7878212616822,2566.666259765625,83.59375,-4674.0439453125,17404292.0
304,1104.5676339285715,2702.96533203125,82.03125,-4258.67236328125,18940190.0
315,1103.6702761627907,2528.473388671875,83.984375,-3784.62255859375,17010986.0
305,1110.0386836027715,2481.73193359375,84.5703125,-3686.7998046875,16444892.0
316,1105.7963209219859,2651.85888671875,82.6171875,-4301.08251953125,18364172.0
306,1109.0754464285715,2706.6630859375,82.03125,-4490.234375,18948204.0
317,1109.3894799054374,2654.828125,82.6171875,-4235.86767578125,18370664.0
307,1104.391347323601,2859.189208984375,80.2734375,-4035.572998046875,20674402.0
318,1107.1546130952381,2705.08740234375,82.03125,-4339.1279296875,18944668.0
308,1107.0764627659576,2652.91650390625,82.6171875,-3684.646240234375,18366376.0
319,1104.755854622871,2859.4814453125,80.2734375,-4122.263671875,20674880.0
309,1106.2252873563218,2443.765625,84.9609375,-4409.48046875,16052324.0
320,1105.981106321839,2443.5576171875,84.9609375,-3530.701171875,16051848.0
310,1105.8407047563805,2512.9248046875,84.1796875,-4431.90087890625,16822276.0
321,1104.569007437071,2407.6103515625,85.3515625,-3753.200439453125,15663581.0
311,1104.587456088993,2581.36474609375,83.3984375,-3799.8720703125,17591172.0
322,1105.7249264705883,2617.05712890625,83.0078125,-4096.71337890625,17978510.0
312,1106.383950617284,2965.0107421875,79.1015625,-4548.3017578125,21834076.0
323,1107.3525457665903,2409.986328125,85.3515625,-3626.4462890625,15669014.0
313,1107.0166471962616,2566.021728515625,83.59375,-4031.19580078125,17402638.0
324,1107.8252205882352,2618.80029296875,83.0078125,-4194.6728515625,17982372.0
314,1105.4205228365386,2773.154296875,81.25,-4380.65966796875,19712462.0
325,1107.1158482142857,2705.0556640625,82.03125,-4077.1982421875,18944668.0
315,1103.736596563981,2667.53271484375,82.421875,-4409.0087890625,18553028.0
326,1108.6698660714285,2706.330810546875,82.03125,-4599.908203125,18947530.0
316,1105.3998359188545,2721.0205078125,81.8359375,-4421.859375,19134130.0
327,1107.8783744131456,2601.47705078125,83.203125,-4478.16845703125,17789884.0
317,1106.2410504694835,2600.1142578125,83.203125,-4002.56689453125,17786884.0
328,1106.0761996445497,2669.46142578125,82.421875,-4431.5283203125,18557220.0
318,1106.6256510416667,2496.215087890625,84.375,-3805.11865234375,16631320.0
329,1104.6580542725173,2477.181396484375,84.5703125,-3461.72705078125,16434776.0
319,1105.9893585131895,2756.24560546875,81.4453125,-4513.8447265625,19520784.0
330,1108.1504875886526,2653.80419921875,82.6171875,-4217.5576171875,18368380.0
320,1106.4208916083917,2548.153564453125,83.7890625,-4568.8671875,17208812.0
331,1105.6896802325582,2530.1689453125,83.984375,-3748.750732421875,17014774.0
321,1100.1632027511962,2734.117431640625,81.640625,-4339.484375,19317456.0
332,1104.3402054398148,2494.28662109375,84.375,-4090.0087890625,16626980.0
322,1107.6312066974597,2479.69580078125,84.5703125,-3702.97265625,16440314.0
333,1105.7265985023041,2460.7138671875,84.765625,-3716.3515625,16244124.0
323,1104.778242370892,2598.897705078125,83.203125,-4046.67236328125,17783958.0
334,1104.7378915313225,2511.99609375,84.1796875,-3630.028076171875,16820452.0
324,1106.0788202576111,2582.608154296875,83.3984375,-4215.60498046875,17593762.0
335,1104.8653513824884,2459.983642578125,84.765625,-3494.529052734375,16242494.0
325,1107.624269859813,2566.52978515625,83.59375,-3548.543701171875,17403686.0
336,1106.438811188811,2548.16845703125,83.7890625,-3616.760498046875,17208860.0
326,1103.890335648148,2493.90771484375,84.375,-3736.530029296875,16625966.0
337,1108.155144457547,2636.44091796875,82.8125,-4507.05078125,18175628.0
327,1106.580990220049,2895.686767578125,79.8828125,-4878.9736328125,21063544.0
338,1107.84576854067,2740.3896484375,81.640625,-4560.4658203125,19331504.0
328,1106.3761081560283,2652.33837890625,82.6171875,-4055.05517578125,18365384.0
339,1106.5692172897195,2565.6474609375,83.59375,-4304.736328125,17401982.0
329,1110.8596656976745,2534.5107421875,83.984375,-3710.548828125,17024676.0
340,1106.5791812354312,2548.2861328125,83.7890625,-4087.22119140625,17209292.0
330,1106.363328313253,2791.2900390625,81.0546875,-4045.36962890625,19906874.0
341,1106.997159090909,2548.63623046875,83.7890625,-4097.8330078125,17210084.0
331,1107.5638149752476,2983.3115234375,78.90625,-4685.06982421875,22029008.0
342,1104.6112153579677,2477.1416015625,84.5703125,-3706.669921875,16434450.0
332,1103.7636295180723,2789.18310546875,81.0546875,-4601.79150390625,19902232.0
343,1108.9610643851508,2515.55126953125,84.1796875,-3715.55908203125,16828340.0
333,1105.5552205882352,2616.916259765625,83.0078125,-4174.21826171875,17978256.0
344,1108.8088747099769,2515.42333984375,84.1796875,-4099.65478515625,16828024.0
334,1108.3007625598086,2740.7607421875,81.640625,-4678.88232421875,19332224.0
345,1109.5591676540284,2672.332763671875,82.421875,-4078.39208984375,18563732.0
335,1106.819306206089,2583.2265625,83.3984375,-4099.1044921875,17595114.0
346,1104.3172505938242,2685.38525390625,82.2265625,-4341.93212890625,18746820.0
336,1108.2377873563219,2445.475830078125,84.9609375,-3789.6875,16055888.0
347,1108.2896306818182,2358.6865234375,85.9375,-3431.12255859375,15092517.0
337,1107.0663598574822,2687.646484375,82.2265625,-4143.595703125,18751860.0
348,1104.1077790973873,2685.2138671875,82.2265625,-4046.394775390625,18746484.0
338,1108.0218890765766,2288.98779296875,86.71875,-3236.15087890625,14321267.0
339,1105.5809827790974,2686.4248046875,82.2265625,-3998.071044921875,18749000.0
349,1106.497285798122,2600.328125,83.203125,-4539.64453125,17787368.0
340,1108.6960843373495,2793.18115234375,81.0546875,-4376.34375,19911328.0
350,1108.9888497652582,2602.400390625,83.203125,-4341.55078125,17791886.0
341,1106.9442934782608,2409.63818359375,85.3515625,-3724.535400390625,15668120.0
351,1107.0513872315037,2722.372314453125,81.8359375,-3796.38134765625,19137246.0
342,1106.680008561644,2392.04248046875,85.546875,-3550.888427734375,15475034.0
352,1104.5906905594406,2546.61962890625,83.7890625,-3987.73486328125,17205540.0
343,1111.4577941176472,2621.81494140625,83.0078125,-3964.685546875,17989164.0
353,1109.0947674418605,2533.029052734375,83.984375,-3900.6181640625,17021276.0
344,1105.7202205882354,2617.05322265625,83.0078125,-3928.85791015625,17978560.0
354,1104.5392666270784,2685.568359375,82.2265625,-4371.5693359375,18747302.0
